4000.18193	0.01956
3999.21756	0.0196
3998.2532	0.01965
3997.28884	0.01971
3996.32447	0.01979
3995.36011	0.01987
3994.39574	0.01997
3993.43138	0.02007
3992.46702	0.02019
3991.50265	0.02032
3990.53829	0.02046
3989.57392	0.02061
3988.60956	0.02077
3987.6452	0.02103
3986.68083	0.02132
3985.71647	0.02158
3984.7521	0.02182
3983.78774	0.02201
3982.82338	0.02213
3981.85901	0.02224
3980.89465	0.02239
3979.93028	0.02252
3978.96592	0.02256
3978.00156	0.02255
3977.03719	0.0226
3976.07283	0.02272
3975.10846	0.02292
3974.1441	0.0232
3973.17974	0.02351
3972.21537	0.02377
3971.25101	0.02399
3970.28664	0.0242
3969.32228	0.0244
3968.35792	0.02461
3967.39355	0.02482
3966.42919	0.02503
3965.46482	0.02531
3964.50046	0.02558
3963.5361	0.02579
3962.57173	0.02601
3961.60737	0.02629
3960.643	0.02651
3959.67864	0.02665
3958.71428	0.0267
3957.74991	0.02663
3956.78555	0.0265
3955.82118	0.02649
3954.85682	0.02666
3953.89246	0.02684
3952.92809	0.02687
3951.96373	0.02681
3950.99936	0.02678
3950.035	0.02677
3949.07064	0.02675
3948.10627	0.02681
3947.14191	0.02697
3946.17754	0.02725
3945.21318	0.02764
3944.24882	0.02815
3943.28445	0.02867
3942.32009	0.02911
3941.35572	0.02946
3940.39136	0.02971
3939.427	0.02991
3938.46263	0.03008
3937.49827	0.03029
3936.5339	0.03059
3935.56954	0.03074
3934.60518	0.03066
3933.64081	0.03054
3932.67645	0.03057
3931.71208	0.03067
3930.74772	0.03056
3929.78336	0.03037
3928.81899	0.03041
3927.85463	0.03052
3926.89026	0.03046
3925.9259	0.03036
3924.96154	0.03039
3923.99717	0.03061
3923.03281	0.031
3922.06844	0.03149
3921.10408	0.03201
3920.13972	0.03246
3919.17535	0.03293
3918.21099	0.03359
3917.24662	0.03444
3916.28226	0.03537
3915.3179	0.03623
3914.35353	0.0369
3913.38917	0.03718
3912.4248	0.03691
3911.46044	0.03647
3910.49608	0.03615
3909.53171	0.03573
3908.56735	0.03507
3907.60298	0.0343
3906.63862	0.03372
3905.67426	0.03334
3904.70989	0.03294
3903.74553	0.03268
3902.78116	0.03265
3901.8168	0.03256
3900.85244	0.03244
3899.88807	0.03251
3898.92371	0.03291
3897.95934	0.0338
3896.99498	0.03507
3896.03062	0.03632
3895.06625	0.03749
3894.10189	0.03854
3893.13752	0.03945
3892.17316	0.04023
3891.2088	0.04059
3890.24443	0.04048
3889.28007	0.0402
3888.3157	0.04006
3887.35134	0.04003
3886.38698	0.04015
3885.42261	0.0405
3884.45825	0.04086
3883.49388	0.04129
3882.52952	0.04202
3881.56516	0.04298
3880.60079	0.04339
3879.63643	0.04303
3878.67206	0.04234
3877.7077	0.04208
3876.74333	0.0425
3875.77897	0.04306
3874.81461	0.04337
3873.85024	0.04337
3872.88588	0.04303
3871.92151	0.04265
3870.95715	0.04247
3869.99279	0.04262
3869.02842	0.04299
3868.06406	0.04314
3867.09969	0.04332
3866.13533	0.04417
3865.17097	0.04582
3864.2066	0.04709
3863.24224	0.04757
3862.27787	0.04735
3861.31351	0.04675
3860.34915	0.04634
3859.38478	0.04615
3858.42042	0.04588
3857.45605	0.04531
3856.49169	0.04515
3855.52733	0.04575
3854.56296	0.0467
3853.5986	0.0476
3852.63423	0.04831
3851.66987	0.049
3850.70551	0.04967
3849.74114	0.0503
3848.77678	0.05082
3847.81241	0.05138
3846.84805	0.05221
3845.88369	0.05308
3844.91932	0.05376
3843.95496	0.05454
3842.99059	0.05554
3842.02623	0.05599
3841.06187	0.05529
3840.0975	0.05444
3839.13314	0.05411
3838.16877	0.05419
3837.20441	0.05442
3836.24005	0.05483
3835.27568	0.05561
3834.31132	0.05687
3833.34695	0.05872
3832.38259	0.06064
3831.41823	0.06173
3830.45386	0.06236
3829.4895	0.06297
3828.52513	0.0635
3827.56077	0.06389
3826.59641	0.06381
3825.63204	0.06324
3824.66768	0.06263
3823.70331	0.06227
3822.73895	0.06209
3821.77459	0.06216
3820.81022	0.06261
3819.84586	0.06334
3818.88149	0.06435
3817.91713	0.06552
3816.95277	0.06662
3815.9884	0.06773
3815.02404	0.06895
3814.05967	0.07046
3813.09531	0.07226
3812.13095	0.07366
3811.16658	0.07457
3810.20222	0.07517
3809.23785	0.07523
3808.27349	0.07477
3807.30913	0.07431
3806.34476	0.07396
3805.3804	0.07377
3804.41603	0.07353
3803.45167	0.07305
3802.48731	0.07283
3801.52294	0.07312
3800.55858	0.07385
3799.59421	0.07492
3798.62985	0.0763
3797.66549	0.07801
3796.70112	0.07997
3795.73676	0.08183
3794.77239	0.0832
3793.80803	0.08441
3792.84367	0.08598
3791.8793	0.08791
3790.91494	0.0898
3789.95057	0.09091
3788.98621	0.09105
3788.02185	0.09104
3787.05748	0.09129
3786.09312	0.09172
3785.12875	0.09206
3784.16439	0.09222
3783.20003	0.09249
3782.23566	0.09315
3781.2713	0.09399
3780.30693	0.09458
3779.34257	0.09499
3778.37821	0.09551
3777.41384	0.09622
3776.44948	0.09686
3775.48511	0.09734
3774.52075	0.09775
3773.55639	0.09812
3772.59202	0.09851
3771.62766	0.09919
3770.66329	0.09999
3769.69893	0.10057
3768.73457	0.10102
3767.7702	0.10126
3766.80584	0.10116
3765.84147	0.1011
3764.87711	0.1015
3763.91275	0.10252
3762.94838	0.10357
3761.98402	0.10416
3761.01965	0.10443
3760.05529	0.10434
3759.09093	0.1039
3758.12656	0.10313
3757.1622	0.10231
3756.19783	0.10204
3755.23347	0.10165
3754.26911	0.10094
3753.30474	0.10015
3752.34038	0.0996
3751.37601	0.09943
3750.41165	0.09972
3749.44729	0.10055
3748.48292	0.10178
3747.51856	0.10313
3746.55419	0.10427
3745.58983	0.10505
3744.62547	0.10572
3743.6611	0.10657
3742.69674	0.10758
3741.73237	0.10869
3740.76801	0.10977
3739.80365	0.11045
3738.83928	0.11103
3737.87492	0.11179
3736.91055	0.11249
3735.94619	0.11323
3734.98182	0.11431
3734.01746	0.11569
3733.0531	0.11684
3732.08873	0.11732
3731.12437	0.11806
3730.16	0.11933
3729.19564	0.1208
3728.23128	0.12246
3727.26691	0.12453
3726.30255	0.12694
3725.33818	0.12948
3724.37382	0.13207
3723.40946	0.13423
3722.44509	0.13552
3721.48073	0.13648
3720.51636	0.13721
3719.552	0.13753
3718.58764	0.13785
3717.62327	0.13853
3716.65891	0.13955
3715.69454	0.14071
3714.73018	0.14191
3713.76582	0.14315
3712.80145	0.14432
3711.83709	0.14535
3710.87272	0.14624
3709.90836	0.14703
3708.944	0.14807
3707.97963	0.14947
3707.01527	0.15102
3706.0509	0.15272
3705.08654	0.15476
3704.12218	0.15718
3703.15781	0.16
3702.19345	0.16295
3701.22908	0.16557
3700.26472	0.16754
3699.30036	0.16851
3698.33599	0.1689
3697.37163	0.16917
3696.40726	0.1696
3695.4429	0.17035
3694.47854	0.17137
3693.51417	0.17263
3692.54981	0.17421
3691.58544	0.17617
3690.62108	0.17822
3689.65672	0.18001
3688.69235	0.18185
3687.72799	0.18431
3686.76362	0.18688
3685.79926	0.18857
3684.8349	0.1898
3683.87053	0.19112
3682.90617	0.19294
3681.9418	0.19527
3680.97744	0.19744
3680.01308	0.19909
3679.04871	0.20013
3678.08435	0.20083
3677.11998	0.20166
3676.15562	0.20264
3675.19126	0.20392
3674.22689	0.20575
3673.26253	0.20812
3672.29816	0.21093
3671.3338	0.21416
3670.36944	0.21782
3669.40507	0.22195
3668.44071	0.22651
3667.47634	0.23107
3666.51198	0.2353
3665.54762	0.23939
3664.58325	0.24336
3663.61889	0.24673
3662.65452	0.2498
3661.69016	0.25336
3660.7258	0.25681
3659.76143	0.2598
3658.79707	0.26185
3657.8327	0.2625
3656.86834	0.26248
3655.90398	0.26262
3654.93961	0.26327
3653.97525	0.26437
3653.01088	0.26569
3652.04652	0.26722
3651.08216	0.2691
3650.11779	0.27137
3649.15343	0.27392
3648.18906	0.27669
3647.2247	0.27976
3646.26034	0.28326
3645.29597	0.28701
3644.33161	0.29053
3643.36724	0.29396
3642.40288	0.2979
3641.43852	0.30257
3640.47415	0.30743
3639.50979	0.31132
3638.54542	0.31398
3637.58106	0.31556
3636.6167	0.31665
3635.65233	0.31746
3634.68797	0.31824
3633.7236	0.31945
3632.75924	0.32126
3631.79488	0.32356
3630.83051	0.32599
3629.86615	0.32823
3628.90178	0.33029
3627.93742	0.33241
3626.97306	0.33478
3626.00869	0.33738
3625.04433	0.34015
3624.07996	0.34301
3623.1156	0.34582
3622.15124	0.34864
3621.18687	0.35168
3620.22251	0.35506
3619.25814	0.35855
3618.29378	0.36173
3617.32942	0.36402
3616.36505	0.36561
3615.40069	0.36756
3614.43632	0.37006
3613.47196	0.37303
3612.5076	0.37639
3611.54323	0.37997
3610.57887	0.38365
3609.6145	0.3874
3608.65014	0.3911
3607.68578	0.39463
3606.72141	0.39788
3605.75705	0.40095
3604.79268	0.40405
3603.82832	0.40717
3602.86396	0.41019
3601.89959	0.41313
3600.93523	0.41617
3599.97086	0.41945
3599.0065	0.42285
3598.04214	0.42588
3597.07777	0.42831
3596.11341	0.43039
3595.14904	0.43241
3594.18468	0.43458
3593.22031	0.43712
3592.25595	0.44008
3591.29159	0.44325
3590.32722	0.44646
3589.36286	0.44965
3588.39849	0.4528
3587.43413	0.45598
3586.46977	0.45923
3585.5054	0.46254
3584.54104	0.46585
3583.57667	0.46908
3582.61231	0.47227
3581.64795	0.47556
3580.68358	0.47911
3579.71922	0.48309
3578.75485	0.48724
3577.79049	0.49089
3576.82613	0.49359
3575.86176	0.49534
3574.8974	0.49654
3573.93303	0.49774
3572.96867	0.49921
3572.00431	0.50092
3571.03994	0.50272
3570.07558	0.50465
3569.11121	0.50675
3568.14685	0.50895
3567.18249	0.51127
3566.21812	0.51384
3565.25376	0.51665
3564.28939	0.51958
3563.32503	0.52254
3562.36067	0.52551
3561.3963	0.52865
3560.43194	0.53212
3559.46757	0.53589
3558.50321	0.53979
3557.53885	0.54365
3556.57448	0.54717
3555.61012	0.54996
3554.64575	0.55196
3553.68139	0.55366
3552.71703	0.55553
3551.75266	0.55765
3550.7883	0.55991
3549.82393	0.5623
3548.85957	0.56482
3547.89521	0.56735
3546.93084	0.56987
3545.96648	0.57246
3545.00211	0.57516
3544.03775	0.57801
3543.07339	0.58101
3542.10902	0.58406
3541.14466	0.58707
3540.18029	0.59002
3539.21593	0.59295
3538.25157	0.59586
3537.2872	0.59871
3536.32284	0.60149
3535.35847	0.60416
