401	0.06803
402	0.06566
403	0.06334
404	0.06105
405	0.0588
406	0.0566
407	0.05443
408	0.0523
409	0.05021
410	0.04816
411	0.04615
412	0.04418
413	0.04225
414	0.04015
415	0.03804
416	0.036
417	0.03412
418	0.03235
419	0.03062
420	0.02903
421	0.02776
422	0.02685
423	0.02622
424	0.02588
425	0.02583
426	0.02604
427	0.02642
428	0.02698
429	0.02776
430	0.02865
431	0.02936
432	0.02992
433	0.03059
434	0.03133
435	0.03193
436	0.03234
437	0.03262
438	0.03277
439	0.03296
440	0.03332
441	0.03372
442	0.03401
443	0.03422
444	0.03451
445	0.03502
446	0.03558
447	0.03599
448	0.03637
449	0.03684
450	0.0374
451	0.03803
452	0.03875
453	0.03953
454	0.04027
455	0.04094
456	0.04153
457	0.04206
458	0.04262
459	0.04324
460	0.04388
461	0.04447
462	0.045
463	0.04555
464	0.04612
465	0.04664
466	0.04714
467	0.04772
468	0.04842
469	0.04916
470	0.0498
471	0.05044
472	0.05124
473	0.05212
474	0.05294
475	0.05372
476	0.05458
477	0.05555
478	0.05664
479	0.05782
480	0.05902
481	0.06019
482	0.0614
483	0.06269
484	0.06399
485	0.06524
486	0.06649
487	0.06788
488	0.06945
489	0.0712
490	0.0731
491	0.07508
492	0.07707
493	0.07903
494	0.08095
495	0.08282
496	0.0846
497	0.08626
498	0.08779
499	0.08917
500	0.09038
501	0.09141
502	0.09224
503	0.09283
504	0.09315
505	0.09326
506	0.09322
507	0.09308
508	0.09285
509	0.09251
510	0.09219
511	0.09203
512	0.09209
513	0.09229
514	0.09258
515	0.09294
516	0.09345
517	0.09419
518	0.09516
519	0.09636
520	0.09779
521	0.09942
522	0.10114
523	0.10287
524	0.1046
525	0.1064
526	0.10828
527	0.11011
528	0.11182
529	0.11342
530	0.1149
531	0.11625
532	0.11744
533	0.11852
534	0.11961
535	0.12071
536	0.12177
537	0.12272
538	0.12357
539	0.12437
540	0.12519
541	0.12602
542	0.12683
543	0.12762
544	0.12844
545	0.12931
546	0.1302
547	0.13111
548	0.13211
549	0.13326
550	0.13452
551	0.13584
552	0.1372
553	0.13867
554	0.14029
555	0.14202
556	0.14383
557	0.1457
558	0.14765
559	0.14972
560	0.1519
561	0.15415
562	0.15647
563	0.15887
564	0.16136
565	0.16386
566	0.16631
567	0.16875
568	0.17123
569	0.1737
570	0.17607
571	0.17827
572	0.18031
573	0.18221
574	0.18389
575	0.18526
576	0.18621
577	0.18678
578	0.18702
579	0.18697
580	0.18655
581	0.18572
582	0.18459
